image,question,answer
image4739.jpg,What does this image show?,high excellent plus enchondral bone formation with osteoid osteoblasts from a non union 81
image4740.jpg,How does this image show high fibrous callus and osteoid?,with osteoblasts from a non-union 
image4741.jpg,How does this image show high fibrous callus and osteoid?,with osteoblasts from a non-union 
image4740.jpg,What does this image show?,high fibrous callus and osteoid with osteoblasts from a non-union
image4741.jpg,What does this image show?,high fibrous callus and osteoid with osteoblasts from a non-union
image4742.jpg,What does this image show?,high excellent enchondral bone formation with osteoid osteoblasts osteoclasts
image4743.jpg,What does this image show?,high excellent enchondral bone formation with osteoid osteoblasts osteoclasts
image4744.jpg,What is present?,soft tissue
image4745.jpg,What is present?,soft tissue
image4744.jpg,What does this image show?,skeletal muscle atrophy
image4745.jpg,What does this image show?,skeletal muscle atrophy
image4746.jpg,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image4747.jpg,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image4748.jpg,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image4749.jpg,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image4750.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4751.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4752.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4753.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4754.jpg,What stain?,this image shows lung
image4755.jpg,What stain?,this image shows lung
image4756.jpg,What does this image show?,thermal burn
image4757.jpg,What does this image show?,thermal burn
image4758.jpg,What does this image show?,thermal burn
image4759.jpg,What does this image show?,thermal burn
image4760.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4761.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4762.jpg,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery plasmacytic astrocytes
image4763.jpg,"Why does this image show brain, infarct?",due to ruptured saccular aneurysm and thrombosis of right middle cerebral artery plasmacytic astrocytes
image4764.jpg,"How does this image show lung, pneumonia and hemosiderin laden macrophages in patient?",with sickle cell disease iatrogenic hemosiderosis 
image4765.jpg,"How does this image show lung, pneumonia and hemosiderin laden macrophages in patient?",with sickle cell disease iatrogenic hemosiderosis 
image4766.jpg,"How does this image show lung, pneumonia and hemosiderin laden macrophages in patient?",with sickle cell disease iatrogenic hemosiderosis 
image4767.jpg,"How does this image show lung, pneumonia and hemosiderin laden macrophages in patient?",with sickle cell disease iatrogenic hemosiderosis 
image4768.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4769.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4770.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4771.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4772.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4773.jpg,"How does this image show lung, sarcoidosis, multinucleated giant cells?",with asteroid bodies 
image4774.jpg,"Why does this image show lung, pulmonary edema in patient with congestive heart failure?",due to transplant rejection
image4775.jpg,"Why does this image show lung, pulmonary edema in patient with congestive heart failure?",due to transplant rejection
image4776.jpg,What does this image show?,Breast cancer metastasis to lung
image4777.jpg,What does this image show?,Breast cancer metastasis to lung
image4778.jpg,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image4779.jpg,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image4780.jpg,What does this image show?,kaposis 's sarcoma in the lung
image4781.jpg,What does this image show?,kaposis 's sarcoma in the lung
image4782.jpg,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image4783.jpg,"What was talc used, alpha-1 antitrypsin deficiency?",used to sclerose emphysematous lung
image4784.jpg,"Why does this image show lung, hyaline membrane disease, yellow discoloration?",due to hyperbilirubinemia
image4785.jpg,"Why does this image show lung, hyaline membrane disease, yellow discoloration?",due to hyperbilirubinemia
image4786.jpg,What is present ?,basilar skull fracture
image4787.jpg,What is present ?,basilar skull fracture
image4786.jpg,What does this image show?,multiple fractures very well
image4787.jpg,What does this image show?,multiple fractures very well
image4786.jpg,What is present?,basilar skull fracture
image4787.jpg,What is present?,basilar skull fracture
image4786.jpg,What is present ?,"bone, calvarium"
image4787.jpg,What is present ?,"bone, calvarium"
image4788.jpg,What is present ?,basilar skull fracture
image4789.jpg,What is present ?,basilar skull fracture
image4788.jpg,What is present?,basilar skull fracture
image4789.jpg,What is present?,basilar skull fracture
image4790.jpg,What is present?,maxillary sinus
image4791.jpg,What is present?,maxillary sinus
image4790.jpg,How does this image show view of head?,with huge ulcerated mass where tumor grew to outside 
image4791.jpg,How does this image show view of head?,with huge ulcerated mass where tumor grew to outside 
image4790.jpg,What is present ?,maxillary sinus
image4791.jpg,What is present ?,maxillary sinus
image4790.jpg,What is present ?,squamous cell carcinoma
image4791.jpg,What is present ?,squamous cell carcinoma
image4790.jpg,What does this image show?,view of head with huge ulcerated mass where tumor grew to outside
image4791.jpg,What does this image show?,view of head with huge ulcerated mass where tumor grew to outside
image4790.jpg,What is present?,squamous cell carcinoma
image4791.jpg,What is present?,squamous cell carcinoma
image4792.jpg,What is present ?,"bone, calvarium"
image4793.jpg,What is present ?,"bone, calvarium"
image4792.jpg,What does this image show?,dr garcia tumors b6
image4793.jpg,What does this image show?,dr garcia tumors b6
image4794.jpg,What is present?,cleft palate
image4795.jpg,What is present?,cleft palate
image4794.jpg,What is present ?,cleft palate
image4795.jpg,What is present ?,cleft palate
image4794.jpg,What does this image show?,left side lesion
image4795.jpg,What does this image show?,left side lesion
image4796.jpg,What is present?,basilar skull fracture
image4797.jpg,What is present?,basilar skull fracture
image4796.jpg,What is present ?,"bone, calvarium"
image4797.jpg,What is present ?,"bone, calvarium"
image4796.jpg,What is present ?,basilar skull fracture
image4797.jpg,What is present ?,basilar skull fracture
image4798.jpg,What does this image show?,opened skull looking into foramina magna single fused calvarium twins with separate brainstems
image4799.jpg,What does this image show?,opened skull looking into foramina magna single fused calvarium twins with separate brainstems
image4798.jpg,What is present ?,cephalothoracopagus janiceps
image4799.jpg,What is present ?,cephalothoracopagus janiceps
image4798.jpg,What is present?,cephalothoracopagus janiceps
image4799.jpg,What is present?,cephalothoracopagus janiceps
image4800.jpg,What is present ?,metastatic carcinoma
image4801.jpg,What is present ?,metastatic carcinoma
image4800.jpg,What is skull cap with obvious metastatic lesion seen?,on inner table prostate primary
image4801.jpg,What is skull cap with obvious metastatic lesion seen?,on inner table prostate primary
image4800.jpg,What seen on inner table prostate primary ?,skull cap with obvious metastatic lesion
image4801.jpg,What seen on inner table prostate primary ?,skull cap with obvious metastatic lesion
image4800.jpg,What is present?,metastatic carcinoma
image4801.jpg,What is present?,metastatic carcinoma
image4800.jpg,What does this image show?,skull cap with obvious metastatic lesion seen on inner table prostate primary
image4801.jpg,What does this image show?,skull cap with obvious metastatic lesion seen on inner table prostate primary
image4800.jpg,Where does this image show skull cap with obvious metastatic lesion seen on?,inner table prostate primary
image4801.jpg,Where does this image show skull cap with obvious metastatic lesion seen on?,inner table prostate primary
image4802.jpg,What does this image show?,multiple fractures
image4803.jpg,What does this image show?,multiple fractures
image4802.jpg,What is present?,basilar skull fracture
